sequence_index,segment_uid,clip_id,video_id,activity,label,step_id,behavior,variation,original_length,padded_frames
298,train_0298_V030_5_4,V030_5_4,V030,TAKE_DROPPER,4,5,correct,none,32,0
299,train_0299_V030_5_5,V030_5_5,V030,TAKE_DROPPER,4,5,correct,none,32,0
300,train_0300_V030_5_6,V030_5_6,V030,TAKE_DROPPER,4,5,correct,none,32,0
301,train_0301_V030_5_7,V030_5_7,V030,TAKE_DROPPER,4,5,correct,none,32,0
302,train_0302_V030_5_8,V030_5_8,V030,TAKE_DROPPER,4,5,correct,none,32,0
303,train_0303_V030_5_9,V030_5_9,V030,TAKE_DROPPER,4,5,correct,none,32,0
304,train_0304_V030_5_10,V030_5_10,V030,TAKE_DROPPER,4,5,correct,none,32,0
305,train_0305_V030_5_11,V030_5_11,V030,TAKE_DROPPER,4,5,correct,none,32,0
306,train_0306_V030_5_12,V030_5_12,V030,TAKE_DROPPER,4,5,correct,none,32,0
307,train_0307_V030_6_0,V030_6_0,V030,ADD_WATER,5,6,correct,none,32,0
308,train_0308_V030_6_1,V030_6_1,V030,ADD_WATER,5,6,correct,none,32,0
309,train_0309_V030_6_2,V030_6_2,V030,ADD_WATER,5,6,correct,none,32,0
310,train_0310_V030_6_3,V030_6_3,V030,ADD_WATER,5,6,correct,none,32,0
311,train_0311_V030_6_4,V030_6_4,V030,ADD_WATER,5,6,correct,none,32,0
312,train_0312_V030_6_5,V030_6_5,V030,ADD_WATER,5,6,correct,none,32,0
313,train_0313_V030_6_6,V030_6_6,V030,ADD_WATER,5,6,correct,none,32,0
314,train_0314_V030_6_7,V030_6_7,V030,ADD_WATER,5,6,correct,none,32,0
315,train_0315_V030_6_8,V030_6_8,V030,ADD_WATER,5,6,correct,none,32,0
316,train_0316_V030_6_9,V030_6_9,V030,ADD_WATER,5,6,correct,none,32,0
317,train_0317_V030_6_10,V030_6_10,V030,ADD_WATER,5,6,correct,none,32,0
318,train_0318_V030_6_11,V030_6_11,V030,ADD_WATER,5,6,correct,none,32,0
319,train_0319_V030_6_12,V030_6_12,V030,ADD_WATER,5,6,correct,none,32,0
320,train_0320_V030_6_13,V030_6_13,V030,ADD_WATER,5,6,correct,none,32,0
321,train_0321_V030_6_14,V030_6_14,V030,ADD_WATER,5,6,correct,none,32,0
322,train_0322_V033_1_0,V033_1_0,V033,RETRIEVE_COTTON,0,1,correct,none,19,13
323,train_0323_V033_2_0,V033_2_0,V033,PLACE_COTTON,1,2,correct,none,28,4
324,train_0324_V033_3_0,V033_3_0,V033,HANDLE_SEEDS,2,3,correct,none,32,0
325,train_0325_V033_3_1,V033_3_1,V033,HANDLE_SEEDS,2,3,correct,none,32,0
326,train_0326_V033_4_0,V033_4_0,V033,PLACE_SEEDS,3,4,correct,none,32,0
327,train_0327_V033_4_1,V033_4_1,V033,PLACE_SEEDS,3,4,correct,none,32,0
328,train_0328_V033_4_2,V033_4_2,V033,PLACE_SEEDS,3,4,correct,none,32,0
329,train_0329_V033_4_3,V033_4_3,V033,PLACE_SEEDS,3,4,correct,none,32,0
330,train_0330_V033_4_4,V033_4_4,V033,PLACE_SEEDS,3,4,correct,none,32,0
331,train_0331_V033_4_5,V033_4_5,V033,PLACE_SEEDS,3,4,correct,none,32,0
332,train_0332_V033_4_6,V033_4_6,V033,PLACE_SEEDS,3,4,correct,none,32,0
333,train_0333_V033_4_7,V033_4_7,V033,PLACE_SEEDS,3,4,correct,none,32,0
334,train_0334_V033_5_0,V033_5_0,V033,TAKE_DROPPER,4,5,correct,none,32,0
335,train_0335_V033_5_1,V033_5_1,V033,TAKE_DROPPER,4,5,correct,none,32,0
336,train_0336_V033_5_2,V033_5_2,V033,TAKE_DROPPER,4,5,correct,none,32,0
337,train_0337_V033_5_3,V033_5_3,V033,TAKE_DROPPER,4,5,correct,none,32,0
338,train_0338_V033_5_4,V033_5_4,V033,TAKE_DROPPER,4,5,correct,none,32,0
339,train_0339_V033_5_5,V033_5_5,V033,TAKE_DROPPER,4,5,correct,none,32,0
340,train_0340_V033_5_6,V033_5_6,V033,TAKE_DROPPER,4,5,correct,none,32,0
341,train_0341_V033_5_7,V033_5_7,V033,TAKE_DROPPER,4,5,correct,none,32,0
342,train_0342_V033_5_8,V033_5_8,V033,TAKE_DROPPER,4,5,correct,none,32,0
343,train_0343_V033_5_9,V033_5_9,V033,TAKE_DROPPER,4,5,correct,none,32,0
344,train_0344_V033_5_10,V033_5_10,V033,TAKE_DROPPER,4,5,correct,none,32,0
345,train_0345_V033_5_11,V033_5_11,V033,TAKE_DROPPER,4,5,correct,none,32,0
346,train_0346_V033_6_0,V033_6_0,V033,ADD_WATER,5,6,correct,none,32,0
347,train_0347_V033_6_1,V033_6_1,V033,ADD_WATER,5,6,correct,none,32,0
348,train_0348_V033_6_2,V033_6_2,V033,ADD_WATER,5,6,correct,none,32,0
349,train_0349_V033_6_3,V033_6_3,V033,ADD_WATER,5,6,correct,none,32,0
350,train_0350_V033_6_4,V033_6_4,V033,ADD_WATER,5,6,correct,none,32,0
351,train_0351_V033_6_5,V033_6_5,V033,ADD_WATER,5,6,correct,none,32,0
352,train_0352_V033_6_6,V033_6_6,V033,ADD_WATER,5,6,correct,none,32,0
353,train_0353_V033_6_7,V033_6_7,V033,ADD_WATER,5,6,correct,none,32,0
354,train_0354_V033_6_8,V033_6_8,V033,ADD_WATER,5,6,correct,none,32,0
355,train_0355_V034_1_0,V034_1_0,V034,RETRIEVE_COTTON,0,1,correct,none,32,0
356,train_0356_V034_2_0,V034_2_0,V034,PLACE_COTTON,1,2,correct,none,31,1
357,train_0357_V034_3_0,V034_3_0,V034,HANDLE_SEEDS,2,3,correct,none,32,0
358,train_0358_V034_4_0,V034_4_0,V034,PLACE_SEEDS,3,4,correct,none,32,0
359,train_0359_V034_4_1,V034_4_1,V034,PLACE_SEEDS,3,4,correct,none,32,0
360,train_0360_V034_5_0,V034_5_0,V034,TAKE_DROPPER,4,5,correct,none,32,0
361,train_0361_V034_5_1,V034_5_1,V034,TAKE_DROPPER,4,5,correct,none,32,0
362,train_0362_V034_5_2,V034_5_2,V034,TAKE_DROPPER,4,5,correct,none,32,0
363,train_0363_V034_5_3,V034_5_3,V034,TAKE_DROPPER,4,5,correct,none,32,0
364,train_0364_V034_5_4,V034_5_4,V034,TAKE_DROPPER,4,5,correct,none,32,0
365,train_0365_V034_5_5,V034_5_5,V034,TAKE_DROPPER,4,5,correct,none,32,0
366,train_0366_V034_5_6,V034_5_6,V034,TAKE_DROPPER,4,5,correct,none,32,0
367,train_0367_V034_5_7,V034_5_7,V034,TAKE_DROPPER,4,5,correct,none,32,0
368,train_0368_V034_5_8,V034_5_8,V034,TAKE_DROPPER,4,5,correct,none,32,0
369,train_0369_V034_6_0,V034_6_0,V034,ADD_WATER,5,6,correct,none,32,0
370,train_0370_V034_6_1,V034_6_1,V034,ADD_WATER,5,6,correct,none,32,0
371,train_0371_V034_6_2,V034_6_2,V034,ADD_WATER,5,6,correct,none,32,0
372,train_0372_V034_6_3,V034_6_3,V034,ADD_WATER,5,6,correct,none,32,0
373,train_0373_V034_6_4,V034_6_4,V034,ADD_WATER,5,6,correct,none,32,0
374,train_0374_V034_6_5,V034_6_5,V034,ADD_WATER,5,6,correct,none,32,0
375,train_0375_V034_6_6,V034_6_6,V034,ADD_WATER,5,6,correct,none,32,0
376,train_0376_V034_6_7,V034_6_7,V034,ADD_WATER,5,6,correct,none,32,0
377,train_0377_V034_6_8,V034_6_8,V034,ADD_WATER,5,6,correct,none,32,0
378,train_0378_V034_6_9,V034_6_9,V034,ADD_WATER,5,6,correct,none,32,0
379,train_0379_V034_6_10,V034_6_10,V034,ADD_WATER,5,6,correct,none,32,0
380,train_0380_V034_6_11,V034_6_11,V034,ADD_WATER,5,6,correct,none,32,0
381,train_0381_V034_6_12,V034_6_12,V034,ADD_WATER,5,6,correct,none,32,0
382,train_0382_V034_6_13,V034_6_13,V034,ADD_WATER,5,6,correct,none,32,0
383,train_0383_V034_6_14,V034_6_14,V034,ADD_WATER,5,6,correct,none,32,0
384,train_0384_V034_6_15,V034_6_15,V034,ADD_WATER,5,6,correct,none,32,0
385,train_0385_V035_1_0,V035_1_0,V035,RETRIEVE_COTTON,0,1,correct,none,28,4
386,train_0386_V035_2_0,V035_2_0,V035,PLACE_COTTON,1,2,correct,none,32,0
387,train_0387_V035_3_0,V035_3_0,V035,HANDLE_SEEDS,2,3,correct,none,28,4
388,train_0388_V035_4_0,V035_4_0,V035,PLACE_SEEDS,3,4,correct,none,32,0
389,train_0389_V035_5_0,V035_5_0,V035,TAKE_DROPPER,4,5,correct,none,32,0
390,train_0390_V035_5_1,V035_5_1,V035,TAKE_DROPPER,4,5,correct,none,32,0
391,train_0391_V035_5_2,V035_5_2,V035,TAKE_DROPPER,4,5,correct,none,32,0
392,train_0392_V035_5_3,V035_5_3,V035,TAKE_DROPPER,4,5,correct,none,32,0
393,train_0393_V035_5_4,V035_5_4,V035,TAKE_DROPPER,4,5,correct,none,32,0
394,train_0394_V035_5_5,V035_5_5,V035,TAKE_DROPPER,4,5,correct,none,32,0
395,train_0395_V035_5_6,V035_5_6,V035,TAKE_DROPPER,4,5,correct,none,32,0
396,train_0396_V035_6_0,V035_6_0,V035,ADD_WATER,5,6,correct,none,32,0
397,train_0397_V035_6_1,V035_6_1,V035,ADD_WATER,5,6,correct,none,32,0
398,train_0398_V035_6_2,V035_6_2,V035,ADD_WATER,5,6,correct,none,32,0
399,train_0399_V035_6_3,V035_6_3,V035,ADD_WATER,5,6,correct,none,32,0
400,train_0400_V035_6_4,V035_6_4,V035,ADD_WATER,5,6,correct,none,32,0
401,train_0401_V035_6_5,V035_6_5,V035,ADD_WATER,5,6,correct,none,32,0
402,train_0402_V035_6_6,V035_6_6,V035,ADD_WATER,5,6,correct,none,32,0
403,train_0403_V036_1_0,V036_1_0,V036,RETRIEVE_COTTON,0,1,correct,none,25,7
404,train_0404_V036_2_0,V036_2_0,V036,PLACE_COTTON,1,2,correct,none,13,19
405,train_0405_V036_3_0,V036_3_0,V036,HANDLE_SEEDS,2,3,correct,none,22,10
406,train_0406_V036_4_0,V036_4_0,V036,PLACE_SEEDS,3,4,correct,none,25,7
407,train_0407_V036_5_0,V036_5_0,V036,TAKE_DROPPER,4,5,correct,none,32,0
408,train_0408_V036_5_1,V036_5_1,V036,TAKE_DROPPER,4,5,correct,none,32,0
409,train_0409_V036_5_2,V036_5_2,V036,TAKE_DROPPER,4,5,correct,none,32,0
410,train_0410_V036_5_3,V036_5_3,V036,TAKE_DROPPER,4,5,correct,none,32,0
411,train_0411_V036_5_4,V036_5_4,V036,TAKE_DROPPER,4,5,correct,none,32,0
412,train_0412_V036_5_5,V036_5_5,V036,TAKE_DROPPER,4,5,correct,none,32,0
413,train_0413_V036_5_6,V036_5_6,V036,TAKE_DROPPER,4,5,correct,none,32,0
414,train_0414_V036_5_7,V036_5_7,V036,TAKE_DROPPER,4,5,correct,none,32,0
415,train_0415_V036_5_8,V036_5_8,V036,TAKE_DROPPER,4,5,correct,none,32,0
416,train_0416_V036_5_9,V036_5_9,V036,TAKE_DROPPER,4,5,correct,none,32,0
417,train_0417_V036_5_10,V036_5_10,V036,TAKE_DROPPER,4,5,correct,none,32,0
418,train_0418_V036_5_11,V036_5_11,V036,TAKE_DROPPER,4,5,correct,none,32,0
419,train_0419_V036_5_12,V036_5_12,V036,TAKE_DROPPER,4,5,correct,none,32,0
420,train_0420_V036_5_13,V036_5_13,V036,TAKE_DROPPER,4,5,correct,none,32,0
421,train_0421_V036_6_0,V036_6_0,V036,ADD_WATER,5,6,correct,none,32,0
422,train_0422_V036_6_1,V036_6_1,V036,ADD_WATER,5,6,correct,none,32,0
423,train_0423_V036_6_2,V036_6_2,V036,ADD_WATER,5,6,correct,none,32,0
424,train_0424_V036_6_3,V036_6_3,V036,ADD_WATER,5,6,correct,none,32,0
425,train_0425_V036_6_4,V036_6_4,V036,ADD_WATER,5,6,correct,none,32,0
426,train_0426_V036_6_5,V036_6_5,V036,ADD_WATER,5,6,correct,none,32,0
427,train_0427_V036_6_6,V036_6_6,V036,ADD_WATER,5,6,correct,none,32,0
428,train_0428_V036_6_7,V036_6_7,V036,ADD_WATER,5,6,correct,none,32,0
429,train_0429_V036_6_8,V036_6_8,V036,ADD_WATER,5,6,correct,none,32,0
430,train_0430_V038_1_0,V038_1_0,V038,RETRIEVE_COTTON,0,1,correct,orientation,31,1
431,train_0431_V038_2_0,V038_2_0,V038,PLACE_COTTON,1,2,correct,orientation,11,21
432,train_0432_V038_3_0,V038_3_0,V038,HANDLE_SEEDS,2,3,correct,orientation,32,0
433,train_0433_V038_3_1,V038_3_1,V038,HANDLE_SEEDS,2,3,correct,orientation,32,0
434,train_0434_V038_3_2,V038_3_2,V038,HANDLE_SEEDS,2,3,correct,orientation,32,0
435,train_0435_V038_3_3,V038_3_3,V038,HANDLE_SEEDS,2,3,correct,orientation,32,0
436,train_0436_V038_3_4,V038_3_4,V038,HANDLE_SEEDS,2,3,correct,orientation,32,0
437,train_0437_V038_3_5,V038_3_5,V038,HANDLE_SEEDS,2,3,correct,orientation,32,0
438,train_0438_V038_3_6,V038_3_6,V038,HANDLE_SEEDS,2,3,correct,orientation,32,0
439,train_0439_V038_3_7,V038_3_7,V038,HANDLE_SEEDS,2,3,correct,orientation,32,0
440,train_0440_V038_3_8,V038_3_8,V038,HANDLE_SEEDS,2,3,correct,orientation,32,0
441,train_0441_V038_4_0,V038_4_0,V038,PLACE_SEEDS,3,4,correct,orientation,32,0
442,train_0442_V038_4_1,V038_4_1,V038,PLACE_SEEDS,3,4,correct,orientation,32,0
443,train_0443_V038_5_0,V038_5_0,V038,TAKE_DROPPER,4,5,correct,orientation,32,0
444,train_0444_V038_6_0,V038_6_0,V038,ADD_WATER,5,6,correct,orientation,32,0
445,train_0445_V039_1_0,V039_1_0,V039,RETRIEVE_COTTON,0,1,correct,orientation,25,7
446,train_0446_V039_2_0,V039_2_0,V039,PLACE_COTTON,1,2,correct,orientation,28,4
447,train_0447_V039_3_0,V039_3_0,V039,HANDLE_SEEDS,2,3,correct,orientation,32,0
448,train_0448_V039_3_1,V039_3_1,V039,HANDLE_SEEDS,2,3,correct,orientation,32,0
449,train_0449_V039_4_0,V039_4_0,V039,PLACE_SEEDS,3,4,correct,orientation,32,0
450,train_0450_V039_4_1,V039_4_1,V039,PLACE_SEEDS,3,4,correct,orientation,32,0
451,train_0451_V039_5_0,V039_5_0,V039,TAKE_DROPPER,4,5,correct,orientation,32,0
452,train_0452_V039_5_1,V039_5_1,V039,TAKE_DROPPER,4,5,correct,orientation,32,0
453,train_0453_V039_5_2,V039_5_2,V039,TAKE_DROPPER,4,5,correct,orientation,32,0
454,train_0454_V039_5_3,V039_5_3,V039,TAKE_DROPPER,4,5,correct,orientation,32,0
455,train_0455_V039_5_4,V039_5_4,V039,TAKE_DROPPER,4,5,correct,orientation,32,0
456,train_0456_V039_5_5,V039_5_5,V039,TAKE_DROPPER,4,5,correct,orientation,32,0
457,train_0457_V039_5_6,V039_5_6,V039,TAKE_DROPPER,4,5,correct,orientation,32,0
458,train_0458_V039_5_7,V039_5_7,V039,TAKE_DROPPER,4,5,correct,orientation,32,0
459,train_0459_V039_5_8,V039_5_8,V039,TAKE_DROPPER,4,5,correct,orientation,32,0
460,train_0460_V039_5_9,V039_5_9,V039,TAKE_DROPPER,4,5,correct,orientation,32,0
461,train_0461_V039_5_10,V039_5_10,V039,TAKE_DROPPER,4,5,correct,orientation,32,0
462,train_0462_V039_6_0,V039_6_0,V039,ADD_WATER,5,6,correct,orientation,32,0
463,train_0463_V040_1_0,V040_1_0,V040,RETRIEVE_COTTON,0,1,correct,orientation,16,16
464,train_0464_V040_2_0,V040_2_0,V040,PLACE_COTTON,1,2,correct,orientation,13,19
465,train_0465_V040_3_0,V040_3_0,V040,HANDLE_SEEDS,2,3,correct,orientation,32,0
466,train_0466_V040_3_1,V040_3_1,V040,HANDLE_SEEDS,2,3,correct,orientation,32,0
467,train_0467_V040_3_2,V040_3_2,V040,HANDLE_SEEDS,2,3,correct,orientation,32,0
468,train_0468_V040_4_0,V040_4_0,V040,PLACE_SEEDS,3,4,correct,orientation,28,4
469,train_0469_V040_5_0,V040_5_0,V040,TAKE_DROPPER,4,5,correct,orientation,32,0
470,train_0470_V040_5_1,V040_5_1,V040,TAKE_DROPPER,4,5,correct,orientation,32,0
471,train_0471_V040_5_2,V040_5_2,V040,TAKE_DROPPER,4,5,correct,orientation,32,0
472,train_0472_V040_5_3,V040_5_3,V040,TAKE_DROPPER,4,5,correct,orientation,32,0
473,train_0473_V040_5_4,V040_5_4,V040,TAKE_DROPPER,4,5,correct,orientation,32,0
474,train_0474_V040_5_5,V040_5_5,V040,TAKE_DROPPER,4,5,correct,orientation,32,0
475,train_0475_V040_5_6,V040_5_6,V040,TAKE_DROPPER,4,5,correct,orientation,32,0
476,train_0476_V040_6_0,V040_6_0,V040,ADD_WATER,5,6,correct,orientation,31,1
477,train_0477_V042_1_0,V042_1_0,V042,RETRIEVE_COTTON,0,1,correct,orientation,25,7
478,train_0478_V042_2_0,V042_2_0,V042,PLACE_COTTON,1,2,correct,orientation,16,16
479,train_0479_V042_3_0,V042_3_0,V042,HANDLE_SEEDS,2,3,correct,orientation,32,0
480,train_0480_V042_3_1,V042_3_1,V042,HANDLE_SEEDS,2,3,correct,orientation,32,0
481,train_0481_V042_4_0,V042_4_0,V042,PLACE_SEEDS,3,4,correct,orientation,22,10
482,train_0482_V042_5_0,V042_5_0,V042,TAKE_DROPPER,4,5,correct,orientation,32,0
483,train_0483_V042_5_1,V042_5_1,V042,TAKE_DROPPER,4,5,correct,orientation,32,0
484,train_0484_V042_5_2,V042_5_2,V042,TAKE_DROPPER,4,5,correct,orientation,32,0
485,train_0485_V042_5_3,V042_5_3,V042,TAKE_DROPPER,4,5,correct,orientation,32,0
486,train_0486_V042_6_0,V042_6_0,V042,ADD_WATER,5,6,correct,orientation,32,0
487,train_0487_V042_6_1,V042_6_1,V042,ADD_WATER,5,6,correct,orientation,32,0
488,train_0488_V044_1_0,V044_1_0,V044,RETRIEVE_COTTON,0,1,correct,orientation,16,16
489,train_0489_V044_2_0,V044_2_0,V044,PLACE_COTTON,1,2,correct,orientation,25,7
490,train_0490_V044_3_0,V044_3_0,V044,HANDLE_SEEDS,2,3,correct,orientation,25,7
491,train_0491_V044_4_0,V044_4_0,V044,PLACE_SEEDS,3,4,correct,orientation,32,0
492,train_0492_V044_4_1,V044_4_1,V044,PLACE_SEEDS,3,4,correct,orientation,32,0
493,train_0493_V044_4_2,V044_4_2,V044,PLACE_SEEDS,3,4,correct,orientation,32,0
494,train_0494_V044_4_3,V044_4_3,V044,PLACE_SEEDS,3,4,correct,orientation,32,0
495,train_0495_V044_4_4,V044_4_4,V044,PLACE_SEEDS,3,4,correct,orientation,32,0
496,train_0496_V044_4_5,V044_4_5,V044,PLACE_SEEDS,3,4,correct,orientation,32,0
497,train_0497_V044_5_0,V044_5_0,V044,TAKE_DROPPER,4,5,correct,orientation,32,0
498,train_0498_V044_5_1,V044_5_1,V044,TAKE_DROPPER,4,5,correct,orientation,32,0
499,train_0499_V044_5_2,V044_5_2,V044,TAKE_DROPPER,4,5,correct,orientation,32,0
500,train_0500_V044_6_0,V044_6_0,V044,ADD_WATER,5,6,correct,orientation,32,0
501,train_0501_V044_6_1,V044_6_1,V044,ADD_WATER,5,6,correct,orientation,32,0
502,train_0502_V046_1_0,V046_1_0,V046,RETRIEVE_COTTON,0,1,correct,orientation,22,10
503,train_0503_V046_2_0,V046_2_0,V046,PLACE_COTTON,1,2,correct,orientation,25,7
504,train_0504_V046_3_0,V046_3_0,V046,HANDLE_SEEDS,2,3,correct,orientation,22,10
505,train_0505_V046_4_0,V046_4_0,V046,PLACE_SEEDS,3,4,correct,orientation,32,0
506,train_0506_V046_5_0,V046_5_0,V046,TAKE_DROPPER,4,5,correct,orientation,32,0
507,train_0507_V046_5_1,V046_5_1,V046,TAKE_DROPPER,4,5,correct,orientation,32,0
508,train_0508_V046_5_2,V046_5_2,V046,TAKE_DROPPER,4,5,correct,orientation,32,0
509,train_0509_V046_5_3,V046_5_3,V046,TAKE_DROPPER,4,5,correct,orientation,32,0
510,train_0510_V046_5_4,V046_5_4,V046,TAKE_DROPPER,4,5,correct,orientation,32,0
511,train_0511_V046_6_0,V046_6_0,V046,ADD_WATER,5,6,correct,orientation,32,0
512,train_0512_V046_6_1,V046_6_1,V046,ADD_WATER,5,6,correct,orientation,32,0
513,train_0513_V046_6_2,V046_6_2,V046,ADD_WATER,5,6,correct,orientation,32,0
514,train_0514_V046_6_3,V046_6_3,V046,ADD_WATER,5,6,correct,orientation,32,0
515,train_0515_V047_1_0,V047_1_0,V047,RETRIEVE_COTTON,0,1,correct,orientation,22,10
516,train_0516_V047_2_0,V047_2_0,V047,PLACE_COTTON,1,2,correct,orientation,16,16
517,train_0517_V047_3_0,V047_3_0,V047,HANDLE_SEEDS,2,3,correct,orientation,32,0
518,train_0518_V047_3_1,V047_3_1,V047,HANDLE_SEEDS,2,3,correct,orientation,32,0
519,train_0519_V047_3_2,V047_3_2,V047,HANDLE_SEEDS,2,3,correct,orientation,32,0
520,train_0520_V047_3_3,V047_3_3,V047,HANDLE_SEEDS,2,3,correct,orientation,32,0
521,train_0521_V047_3_4,V047_3_4,V047,HANDLE_SEEDS,2,3,correct,orientation,32,0
522,train_0522_V047_3_5,V047_3_5,V047,HANDLE_SEEDS,2,3,correct,orientation,32,0
523,train_0523_V047_4_0,V047_4_0,V047,PLACE_SEEDS,3,4,correct,orientation,32,0
524,train_0524_V047_4_1,V047_4_1,V047,PLACE_SEEDS,3,4,correct,orientation,32,0
525,train_0525_V047_4_2,V047_4_2,V047,PLACE_SEEDS,3,4,correct,orientation,32,0
526,train_0526_V047_5_0,V047_5_0,V047,TAKE_DROPPER,4,5,correct,orientation,32,0
527,train_0527_V047_5_1,V047_5_1,V047,TAKE_DROPPER,4,5,correct,orientation,32,0
528,train_0528_V047_5_2,V047_5_2,V047,TAKE_DROPPER,4,5,correct,orientation,32,0
529,train_0529_V047_5_3,V047_5_3,V047,TAKE_DROPPER,4,5,correct,orientation,32,0
530,train_0530_V047_5_4,V047_5_4,V047,TAKE_DROPPER,4,5,correct,orientation,32,0
531,train_0531_V047_5_5,V047_5_5,V047,TAKE_DROPPER,4,5,correct,orientation,32,0
532,train_0532_V047_5_6,V047_5_6,V047,TAKE_DROPPER,4,5,correct,orientation,32,0
533,train_0533_V047_5_7,V047_5_7,V047,TAKE_DROPPER,4,5,correct,orientation,32,0
534,train_0534_V047_5_8,V047_5_8,V047,TAKE_DROPPER,4,5,correct,orientation,32,0
535,train_0535_V047_5_9,V047_5_9,V047,TAKE_DROPPER,4,5,correct,orientation,32,0
536,train_0536_V047_5_10,V047_5_10,V047,TAKE_DROPPER,4,5,correct,orientation,32,0
537,train_0537_V047_6_0,V047_6_0,V047,ADD_WATER,5,6,correct,orientation,32,0
538,train_0538_V047_6_1,V047_6_1,V047,ADD_WATER,5,6,correct,orientation,32,0
539,train_0539_V047_6_2,V047_6_2,V047,ADD_WATER,5,6,correct,orientation,32,0
540,train_0540_V049_1_0,V049_1_0,V049,RETRIEVE_COTTON,0,1,correct,orientation,10,22
541,train_0541_V049_2_0,V049_2_0,V049,PLACE_COTTON,1,2,correct,orientation,22,10
542,train_0542_V049_3_0,V049_3_0,V049,HANDLE_SEEDS,2,3,correct,orientation,32,0
543,train_0543_V049_4_0,V049_4_0,V049,PLACE_SEEDS,3,4,correct,orientation,31,1
544,train_0544_V049_5_0,V049_5_0,V049,TAKE_DROPPER,4,5,correct,orientation,32,0
545,train_0545_V049_5_1,V049_5_1,V049,TAKE_DROPPER,4,5,correct,orientation,32,0
546,train_0546_V049_5_2,V049_5_2,V049,TAKE_DROPPER,4,5,correct,orientation,32,0
547,train_0547_V049_5_3,V049_5_3,V049,TAKE_DROPPER,4,5,correct,orientation,32,0
548,train_0548_V049_5_4,V049_5_4,V049,TAKE_DROPPER,4,5,correct,orientation,32,0
549,train_0549_V049_5_5,V049_5_5,V049,TAKE_DROPPER,4,5,correct,orientation,32,0
550,train_0550_V049_5_6,V049_5_6,V049,TAKE_DROPPER,4,5,correct,orientation,32,0
551,train_0551_V049_5_7,V049_5_7,V049,TAKE_DROPPER,4,5,correct,orientation,32,0
552,train_0552_V049_5_8,V049_5_8,V049,TAKE_DROPPER,4,5,correct,orientation,32,0
553,train_0553_V049_5_9,V049_5_9,V049,TAKE_DROPPER,4,5,correct,orientation,32,0
554,train_0554_V049_5_10,V049_5_10,V049,TAKE_DROPPER,4,5,correct,orientation,32,0
555,train_0555_V049_5_11,V049_5_11,V049,TAKE_DROPPER,4,5,correct,orientation,32,0
556,train_0556_V049_5_12,V049_5_12,V049,TAKE_DROPPER,4,5,correct,orientation,32,0
557,train_0557_V049_6_0,V049_6_0,V049,ADD_WATER,5,6,correct,orientation,32,0
558,train_0558_V049_6_1,V049_6_1,V049,ADD_WATER,5,6,correct,orientation,32,0
559,train_0559_V049_6_2,V049_6_2,V049,ADD_WATER,5,6,correct,orientation,32,0
560,train_0560_V049_6_3,V049_6_3,V049,ADD_WATER,5,6,correct,orientation,32,0
561,train_0561_V049_6_4,V049_6_4,V049,ADD_WATER,5,6,correct,orientation,32,0
562,train_0562_V050_1_0,V050_1_0,V050,RETRIEVE_COTTON,0,1,correct,orientation,7,25
563,train_0563_V050_2_0,V050_2_0,V050,PLACE_COTTON,1,2,correct,orientation,13,19
564,train_0564_V050_3_0,V050_3_0,V050,HANDLE_SEEDS,2,3,correct,orientation,19,13
565,train_0565_V050_4_0,V050_4_0,V050,PLACE_SEEDS,3,4,correct,orientation,22,10
566,train_0566_V050_5_0,V050_5_0,V050,TAKE_DROPPER,4,5,correct,orientation,16,16
567,train_0567_V050_6_0,V050_6_0,V050,ADD_WATER,5,6,correct,orientation,25,7
568,train_0568_V051_1_0,V051_1_0,V051,RETRIEVE_COTTON,0,1,recovery,none,32,0
569,train_0569_V051_2_0,V051_2_0,V051,PLACE_COTTON,1,2,recovery,none,32,0
570,train_0570_V051_2_1,V051_2_1,V051,PLACE_COTTON,1,2,recovery,none,32,0
571,train_0571_V051_2_2,V051_2_2,V051,PLACE_COTTON,1,2,recovery,none,32,0
572,train_0572_V051_2_3,V051_2_3,V051,PLACE_COTTON,1,2,recovery,none,32,0
573,train_0573_V051_2_4,V051_2_4,V051,PLACE_COTTON,1,2,recovery,none,32,0
574,train_0574_V051_3_0,V051_3_0,V051,HANDLE_SEEDS,2,3,recovery,none,32,0
575,train_0575_V051_3_0,V051_3_0,V051,HANDLE_SEEDS,2,3,recovery,none,32,0
576,train_0576_V051_3_1,V051_3_1,V051,HANDLE_SEEDS,2,3,recovery,none,32,0
577,train_0577_V051_3_0,V051_3_0,V051,HANDLE_SEEDS,2,3,recovery,none,31,1
578,train_0578_V051_4_0,V051_4_0,V051,PLACE_SEEDS,3,4,recovery,none,32,0
579,train_0579_V051_4_1,V051_4_1,V051,PLACE_SEEDS,3,4,recovery,none,32,0
580,train_0580_V051_5_0,V051_5_0,V051,TAKE_DROPPER,4,5,recovery,none,32,0
581,train_0581_V051_5_1,V051_5_1,V051,TAKE_DROPPER,4,5,recovery,none,32,0
582,train_0582_V051_5_2,V051_5_2,V051,TAKE_DROPPER,4,5,recovery,none,32,0
583,train_0583_V051_5_3,V051_5_3,V051,TAKE_DROPPER,4,5,recovery,none,32,0
584,train_0584_V051_6_0,V051_6_0,V051,ADD_WATER,5,6,recovery,none,32,0
585,train_0585_V051_6_1,V051_6_1,V051,ADD_WATER,5,6,recovery,none,32,0
